,,,,,,,,,,,,,,,,,,,,,,,0-120 seconds,121-300 seconds,301-600 seconds,601-1800 seconds,1801-3600 seconds,3601-65535 seconds,0-20m,21-40m,41-80m,81-200m,201-500m,501-4095m,51-70m,71-90m,91-110m,111-4095m,0-20m,21-40m,41-80m,81-200m,201-500m,501-4095m,51-70m,71-90m,91-110m,111-4095m,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,Underwater Percentage,Dive Count,Average Dive Duration,Dive Duration Standard Deviation,Maximum Dive Duration,Maximum Dive Depth,Duration Limit 1 Dive Count,Duration Limit 2 Dive Count,Duration Limit 3 Dive Count,Duration Limit 4 Dive Count,Duration Limit 5 Dive Count,Duration Limit 6 Dive Count,Layer 1 Percentage,Layer 2 Percentage,Layer 3 Percentage,Layer 4 Percentage,Layer 5 Percentage,Layer 6 Percentage,Layer 7 Percentage,Layer 8 Percentage,Layer 9 Percentage,Layer 10 Percentage,Layer 1 Dive Count,Layer 2 Dive Count,Layer 3 Dive Count,Layer 4 Dive Count,Layer 5 Dive Count,Layer 6 Dive Count,Layer 7 Dive Count,Layer 8 Dive Count,Layer 9 Dive Count,Layer 10 Dive Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Saltwater Failsafe,Iridium Command,Schedule Set,Diagnostic Dive Data,Predeployment Data,Error
2020.07.10 18:54:59,2020.07.10 18:30:00,,,,2020.07.10 18:54:59,Resolved QFP,37.919938,16.050776,33S,4197453,592357,7,,1.1,0x0025016A,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.10 23:07:53,1,,,,,Primary,,No,
2020.07.10 19:24:56,2020.07.10 19:00:00,,,,2020.07.10 19:24:56,Resolved QFP,37.920116,16.051512,33S,4197473,592421,10,,1,0x0024016B,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.10 23:07:53,1,,,,,Primary,,No,
2020.07.10 19:47:30,2020.07.10 19:30:00,,,,2020.07.10 19:47:30,Resolved QFP,37.920155,16.05181,33S,4197478,592447,12,,0.8,0x2224816E,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.10 23:07:53,1,,,,,Primary,,No,
2020.07.10 20:00:00,2020.07.10 18:00:00,,,,,,,,,,,,,,,,0.94141,14,436,,,11,,,,,,,0.06641,0.86328,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,6,8,0,0,0,0,0,0,0,0,,,2020.07.10 23:07:53,1,,,,,Primary,,No,
2020.07.10 20:09:10,2020.07.10 20:00:00,,,,2020.07.10 20:09:10,Resolved QFP,37.920203,16.052362,33S,4197484,592496,7,,1.1,0x2000816E,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.10 23:07:53,1,,,,,Primary,,No,
2020.07.10 21:04:03,2020.07.10 21:00:00,,,,2020.07.10 21:04:03,Resolved QFP,37.923794,16.063016,33S,4197893,593428,124,,1.7,0x2000812A,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.10 23:07:53,1,,,,,Primary,,No,
2020.07.10 22:00:00,2020.07.10 20:00:00,,,,,,,,,,,,,,,,0.94922,51,125,,,9,,,,,,,0.79297,0.12891,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,43,8,0,0,0,0,0,0,0,0,,,2020.07.11 02:28:17,1,,,,,Primary,,No,
2020.07.10 22:04:22,2020.07.10 22:00:00,,,,2020.07.10 22:04:22,Resolved QFP,37.922677,16.05861,33S,4197764,593042,22,,1.5,0x2800012A,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 02:28:17,1,,,,,Primary,,No,
2020.07.10 22:39:31,2020.07.10 22:30:00,,,,2020.07.10 22:39:31,Resolved QFP,37.922227,16.057746,33S,4197713,592967,0,,1.3,0x28001172,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 02:28:17,1,,,,,Primary,,No,
2020.07.10 23:07:53,2020.07.10 23:07:53,5,37.91202,16.0454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.07.10 23:07:53,1,No,,No,,,4018 1005 721 11 0 0 2 2,No,
2020.07.10 23:08:04,2020.07.10 23:00:00,,,,2020.07.10 23:08:04,Resolved QFP,37.922039,16.057639,33S,4197692,592957,30,,1,0x280050C2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 02:28:17,1,,,,,Primary,,No,
2020.07.10 23:35:05,2020.07.10 23:30:00,,,,2020.07.10 23:35:05,Resolved QFP,37.921612,16.057089,33S,4197645,592910,18,,1.2,0x280051D0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 02:28:17,1,,,,,Primary,,No,
2020.07.11 00:00:00,2020.07.10 22:00:00,,,,,,,,,,,,,,,,0.94922,34,211,,,9,,,,,,,0.31641,0.61328,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,29,5,0,0,0,0,0,0,0,0,,,2020.07.11 02:28:17,1,,,,,Primary,,No,
2020.07.11 00:00:00,2020.07.11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,2020.07.11 02:28:17,1,,,,,Primary,,No,
2020.07.11 00:15:39,2020.07.11 00:00:00,,,,2020.07.11 00:15:39,Resolved QFP,37.920197,16.057019,33S,4197487,592905,0,,1.4,0x20015050,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 02:28:17,1,,,,,Primary,,No,
2020.07.11 00:54:14,2020.07.11 00:30:00,,,,2020.07.11 00:54:14,Resolved QFP,37.919218,16.057435,33S,4197379,592943,21,,0.9,0x288D5010,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 02:28:17,1,,,,,Primary,,No,
2020.07.11 01:01:09,2020.07.11 01:00:00,,,,2020.07.11 01:01:09,Resolved QFP,37.918895,16.057566,33S,4197344,592955,22,,1.5,0x288D5000,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 02:28:17,1,,,,,Primary,,No,
2020.07.11 01:47:22,2020.07.11 01:30:00,,,,2020.07.11 01:47:22,Resolved QFP,37.918295,16.055406,33S,4197275,592766,12,,1,0x288D5810,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 02:28:17,1,,,,,Primary,,No,
2020.07.11 02:00:00,2020.07.11 00:00:00,,,,,,,,,,,,,,,,0.91016,19,374,,,11,,,,,,,0.19141,0.71484,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,14,5,0,0,0,0,0,0,0,0,,,2020.07.11 02:28:17,1,,,,,Primary,,No,
2020.07.11 02:28:17,2020.07.11 02:28:17,3,37.91202,16.0454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.07.11 02:28:17,1,No,,No,,,0 0 1936 7 0 0 0 0,No,
2020.07.11 02:31:05,2020.07.11 02:30:00,,,,2020.07.11 02:31:05,Resolved QFP,37.917115,16.05415,33S,4197143,592657,-31,,2.6,0x080D4A00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 18:59:49,1,,,,,Primary,,No,
2020.07.11 03:12:02,2020.07.11 03:00:00,,,,2020.07.11 03:12:02,Resolved QFP,37.91665,16.053706,33S,4197091,592618,22,,0.8,0x098D5A20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 18:59:49,1,,,,,Primary,,No,
2020.07.11 04:00:00,2020.07.11 02:00:00,,,,,,,,,,,,,,,,0.94922,49,144,,,13,,,,,,,0.38672,0.24609,0.27734,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,45,3,1,0,0,0,0,0,0,0,,,2020.07.11 18:59:49,1,,,,,Primary,,No,
2020.07.11 04:00:59,2020.07.11 04:00:00,,,,2020.07.11 04:00:59,Resolved QFP,37.902009,16.054262,33S,4195467,592686,8,,1,0x01855822,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 18:59:49,1,,,,,Primary,,No,
2020.07.11 06:00:00,2020.07.11 04:00:00,,,,,,,,,,,,,,,,0.98047,132,53,,,7,,,,,,,0.88672,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,131,1,0,0,0,0,0,0,0,0,,,2020.07.11 18:59:49,1,,,,,Primary,,No,
2020.07.11 08:00:00,2020.07.11 06:00:00,,,,,,,,,,,,,,,,0.98047,151,47,,,5,,,,,,,0.87891,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,152,0,0,0,0,0,0,0,0,0,,,2020.07.11 18:59:49,1,,,,,Primary,,No,
2020.07.11 10:00:00,2020.07.11 08:00:00,,,,,,,,,,,,,,,,0.97266,157,45,,,1,,,,,,,0.87891,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,156,0,0,0,0,0,0,0,0,0,,,2020.07.11 18:59:49,1,,,,,Primary,,No,
2020.07.11 11:00:55,2020.07.11 11:00:00,,,,2020.07.11 11:00:55,Unresolved QFP,37.760889,16.045582,33S,4179800,592098,-29,,25.5,0x06180000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 18:59:49,1,,,,,Primary,,No,
2020.07.11 11:32:34,2020.07.11 11:30:00,,,,2020.07.11 11:32:34,Resolved QFP,37.756092,16.042623,33S,4179265,591843,31,,1.4,0x041A8680,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 18:59:49,1,,,,,Primary,,No,
2020.07.11 12:00:00,2020.07.11 10:00:00,,,,,,,,,,,,,,,,0.97266,138,50,,,1,,,,,,,0.88672,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,138,0,0,0,0,0,0,0,0,0,,,2020.07.11 18:59:49,1,,,,,Primary,,No,
2020.07.11 12:00:00,2020.07.11 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,2020.07.11 18:59:49,1,,,,,Primary,,No,
2020.07.11 14:00:00,2020.07.11 12:00:00,,,,,,,,,,,,,,,,0.97266,134,52,,,7,,,,,,,0.87891,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,133,1,0,0,0,0,0,0,0,0,,,2020.07.11 18:59:49,1,,,,,Primary,,No,
2020.07.11 16:00:00,2020.07.11 14:00:00,,,,,,,,,,,,,,,,0.98047,132,53,,,1,,,,,,,0.89453,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,132,0,0,0,0,0,0,0,0,0,,,2020.07.11 21:34:23,1,,,,,Primary,,No,
2020.07.11 17:30:05,2020.07.11 17:30:00,,,,2020.07.11 17:30:05,Resolved QFP,37.721371,16.077562,33S,4175448,594965,0,,1.1,0x4025050C,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 21:34:23,1,,,,,Primary,,No,
2020.07.11 18:00:00,2020.07.11 16:00:00,,,,,,,,,,,,,,,,0.97266,102,68,,,3,,,,,,,0.90234,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,102,0,0,0,0,0,0,0,0,0,,,2020.07.11 21:34:23,1,,,,,Primary,,No,
2020.07.11 18:30:06,2020.07.11 18:30:00,,,,2020.07.11 18:30:06,Resolved QFP,37.720561,16.089392,33S,4175370,596009,9,,1.6,0x00250129,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 21:34:23,1,,,,,Primary,,No,
2020.07.11 18:59:49,2020.07.11 18:59:49,4,37.69362,16.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.07.11 18:59:49,1,No,,No,,,583 583 76 19 14 0 0 1,No,
2020.07.11 19:00:05,2020.07.11 19:00:00,,,,2020.07.11 19:00:05,Resolved QFP,37.720368,16.091046,33S,4175350,596155,3,,2,0x0025012A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 21:34:23,1,,,,,Primary,,No,
2020.07.11 19:30:15,2020.07.11 19:30:00,,,,2020.07.11 19:30:15,Resolved QFP,37.720829,16.090941,33S,4175401,596145,6,,0.8,0x2225016E,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 21:34:23,1,,,,,Primary,,No,
2020.07.11 20:00:00,2020.07.11 18:00:00,,,,,,,,,,,,,,,,0.44141,28,105,,,7,,,,,,,0.41016,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,27,1,0,0,0,0,0,0,0,0,,,2020.07.11 21:34:23,1,,,,,Primary,,No,
2020.07.11 20:02:59,2020.07.11 20:00:00,,,,2020.07.11 20:02:59,Resolved QFP,37.720403,16.090553,33S,4175354,596111,12,,1,0x2020816E,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 21:34:23,1,,,,,Primary,,No,
2020.07.11 20:30:07,2020.07.11 20:30:00,,,,2020.07.11 20:30:07,Resolved QFP,37.720204,16.089875,33S,4175331,596052,4,,0.9,0x2000817E,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 21:34:23,1,,,,,Primary,,No,
2020.07.11 21:00:15,2020.07.11 21:00:00,,,,2020.07.11 21:00:15,Resolved QFP,37.72022,16.090537,33S,4175333,596110,3,,1.3,0x2000017A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.11 21:34:23,1,,,,,Primary,,No,
2020.07.11 21:30:09,2020.07.11 21:30:00,,,,2020.07.11 21:30:09,Resolved QFP,37.720161,16.09181,33S,4175328,596223,6,,1.6,0x2000817A,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 12:40:24,1,,,,,Primary,,No,
2020.07.11 21:34:23,2020.07.11 21:34:23,2,37.69362,16.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.07.11 21:34:23,1,No,,No,,,667 667 667 6 0 0 1 0,No,
2020.07.11 22:00:00,2020.07.11 20:00:00,,,,,,,,,,,,,,,,0.26172,8,243,,,7,,,,,,,0.23828,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,7,1,0,0,0,0,0,0,0,0,,,2020.07.12 12:40:24,1,,,,,Primary,,No,
2020.07.11 23:03:54,2020.07.11 23:00:00,,,,2020.07.11 23:03:54,Resolved QFP,37.703213,16.093295,33S,4173449,596375,11,,1,0x28005152,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 12:40:24,1,,,,,Primary,,No,
2020.07.11 23:35:57,2020.07.11 23:30:00,,,,2020.07.11 23:35:57,Resolved QFP,37.696807,16.094971,33S,4172740,596531,11,,1.2,0x28025150,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 12:40:24,1,,,,,Primary,,No,
2020.07.12 00:00:00,2020.07.11 22:00:00,,,,,,,,,,,,,,,,0.88672,58,112,,,5,,,,,,,0.84766,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,59,0,0,0,0,0,0,0,0,0,,,2020.07.12 12:40:24,1,,,,,Primary,,No,
2020.07.12 00:00:00,2020.07.12 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,2020.07.12 12:40:24,1,,,,,Primary,,No,
2020.07.12 00:00:07,2020.07.12 00:00:00,,,,2020.07.12 00:00:07,Resolved QFP,37.69378,16.094015,33S,4172403,596451,5,,1,0x280150D0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 12:40:24,1,,,,,Primary,,No,
2020.07.12 00:30:08,2020.07.12 00:30:00,,,,2020.07.12 00:30:08,Resolved QFP,37.691779,16.091037,33S,4172178,596191,15,,1.3,0x20055050,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 12:40:24,1,,,,,Primary,,No,
2020.07.12 02:00:00,2020.07.12 00:00:00,,,,,,,,,,,,,,,,0.62891,49,94,,,1,,,,,,,0.59766,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,48,0,0,0,0,0,0,0,0,0,,,2020.07.12 12:40:24,1,,,,,Primary,,No,
2020.07.12 04:00:00,2020.07.12 02:00:00,,,,,,,,,,,,,,,,0.98047,102,69,,,1,,,,,,,0.91016,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,102,0,0,0,0,0,0,0,0,0,,,2020.07.12 12:40:24,1,,,,,Primary,,No,
2020.07.12 05:30:14,2020.07.12 05:30:00,,,,2020.07.12 05:30:14,Resolved QFP,37.631596,16.054383,33S,4165464,593035,10,,1.4,0x91800822,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 12:40:24,1,,,,,Primary,,No,
2020.07.12 06:00:00,2020.07.12 04:00:00,,,,,,,,,,,,,,,,0.71484,63,80,,,5,,,,,,,0.67578,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,63,0,0,0,0,0,0,0,0,0,,,2020.07.12 12:40:24,1,,,,,Primary,,No,
2020.07.12 06:34:59,2020.07.12 06:30:00,,,,2020.07.12 06:34:59,Resolved QFP,37.625756,16.039151,33S,4164801,591698,-11,,7.4,0x51000802,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 12:40:24,1,,,,,Primary,,No,
2020.07.12 08:00:00,2020.07.12 06:00:00,,,,,,,,,,,,,,,,0.98047,74,96,,,3,,,,,,,0.93359,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,74,0,0,0,0,0,0,0,0,0,,,2020.07.12 14:00:16,1,,,,,Primary,,No,
2020.07.12 09:15:36,2020.07.12 09:00:00,,,,2020.07.12 09:15:36,Resolved QFP,37.612378,16.000956,33S,4163280,588343,1,,1.1,0x521A8000,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 14:00:16,1,,,,,Primary,,No,
2020.07.12 09:32:17,2020.07.12 09:30:00,,,,2020.07.12 09:32:17,Resolved QFP (Uncertain),37.613044,15.997565,33S,4163351,588043,37,,1.1,0x56180200,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 14:00:16,1,,,,,Primary,,No,
2020.07.12 10:00:00,2020.07.12 08:00:00,,,,,,,,,,,,,,,,0.92578,78,84,,,9,,,,,,,0.86328,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,78,1,0,0,0,0,0,0,0,0,,,2020.07.12 14:00:16,1,,,,,Primary,,No,
2020.07.12 10:40:41,2020.07.12 10:30:00,,,,2020.07.12 10:40:41,Resolved QFP,37.616768,15.984473,33S,4163752,586883,11,,1,0x561A8200,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 14:00:16,1,,,,,Primary,,No,
2020.07.12 11:44:50,2020.07.12 11:30:00,,,,2020.07.12 11:44:50,Resolved QFP,37.611881,15.970137,33S,4163196,585623,215,,3,0x00188280,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 14:00:16,1,,,,,Primary,,No,
2020.07.12 12:00:00,2020.07.12 10:00:00,,,,,,,,,,,,,,,,0.83984,49,123,,,9,,,,,,,0.80078,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,48,1,0,0,0,0,0,0,0,0,,,2020.07.12 14:00:16,1,,,,,Primary,,No,
2020.07.12 12:00:00,2020.07.12 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,2020.07.12 14:00:16,1,,,,,Primary,,No,
2020.07.12 12:00:04,2020.07.12 12:00:00,,,,2020.07.12 12:00:04,Resolved QFP,37.61221,15.969112,33S,4163232,585533,10,,1.5,0x041A8680,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 14:00:16,1,,,,,Primary,,No,
2020.07.12 12:40:24,2020.07.12 12:40:24,3,37.58518,15.97028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.07.12 12:40:24,1,No,,No,,,4068 581 724 23 6 0 2 5,No,
2020.07.12 12:40:37,2020.07.12 12:30:00,,,,2020.07.12 12:40:37,Resolved QFP,37.612993,15.964672,33S,4163315,585140,0,,2.5,0x84180681,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 14:00:16,1,,,,,Primary,,No,
2020.07.12 13:01:07,2020.07.12 13:00:00,,,,2020.07.12 13:01:07,Resolved QFP,37.613079,15.9625,33S,4163322,584948,-2,,1.1,0x84388681,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 14:00:16,1,,,,,Primary,,No,
2020.07.12 13:39:12,2020.07.12 13:30:00,,,,2020.07.12 13:39:12,Resolved QFP,37.611305,15.959035,33S,4163122,584644,2,,1.1,0x84388681,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 14:00:16,1,,,,,Primary,,No,
2020.07.12 14:00:00,2020.07.12 12:00:00,,,,,,,,,,,,,,,,0.63672,25,184,,,5,,,,,,,0.62109,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,25,0,0,0,0,0,0,0,0,0,,,2020.07.12 18:30:24,1,,,,,Primary,,No,
2020.07.12 14:00:05,2020.07.12 14:00:00,,,,2020.07.12 14:00:05,Resolved QFP,37.611303,15.958968,33S,4163122,584638,1,,1.4,0x84308680,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 18:30:24,1,,,,,Primary,,No,
2020.07.12 14:00:16,2020.07.12 14:00:16,4,37.59122,15.92672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.07.12 14:00:16,1,No,,No,,,0 0 15 4 0 0 0 0,No,
2020.07.12 14:38:08,2020.07.12 14:30:00,,,,2020.07.12 14:38:08,Resolved QFP,37.609034,15.959661,33S,4162871,584702,14,,2.7,0x8C200680,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 18:30:24,1,,,,,Primary,,No,
2020.07.12 15:05:44,2020.07.12 15:00:00,,,,2020.07.12 15:05:44,Resolved QFP,37.605437,15.959594,33S,4162472,584700,19,,2.8,0x88200485,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 18:30:24,1,,,,,Primary,,No,
2020.07.12 15:31:57,2020.07.12 15:30:00,,,,2020.07.12 15:31:57,Resolved QFP,37.603898,15.959897,33S,4162301,584729,1,,0.9,0xCC00048D,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 18:30:24,1,,,,,Primary,,No,
2020.07.12 16:00:00,2020.07.12 14:00:00,,,,,,,,,,,,,,,,0.81641,42,127,,,7,,,,,,,0.77734,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,39,2,0,0,0,0,0,0,0,0,,,2020.07.12 18:30:24,1,,,,,Primary,,No,
2020.07.12 16:06:03,2020.07.12 16:00:00,,,,2020.07.12 16:06:03,Resolved QFP,37.601383,15.958449,33S,4162021,584604,8,,1,0xC021008D,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 18:30:24,1,,,,,Primary,,No,
2020.07.12 16:30:04,2020.07.12 16:30:00,,,,2020.07.12 16:30:04,Resolved QFP,37.60059,15.956042,33S,4161931,584392,20,,0.9,0xC0250580,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 18:30:24,1,,,,,Primary,,No,
2020.07.12 17:01:29,2020.07.12 17:00:00,,,,2020.07.12 17:01:29,Resolved QFP,37.599316,15.952369,33S,4161786,584069,6,,1,0x40250509,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 18:30:24,1,,,,,Primary,,No,
2020.07.12 17:44:15,2020.07.12 17:30:00,,,,2020.07.12 17:44:15,Resolved QFP,37.597025,15.948776,33S,4161529,583755,15,,1.2,0x40250528,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 18:30:24,1,,,,,Primary,,No,
2020.07.12 18:00:00,2020.07.12 16:00:00,,,,,,,,,,,,,,,,0.91797,27,257,,,3,,,,,,,0.90234,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,27,0,0,0,0,0,0,0,0,0,,,2020.07.12 18:30:24,1,,,,,Primary,,No,
2020.07.12 18:30:14,2020.07.12 18:30:00,,,,2020.07.12 18:30:14,Resolved QFP,37.594433,15.943231,33S,4161236,583268,6,,1.1,0x0025016D,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 23:39:57,1,,,,,Primary,,No,
2020.07.12 18:30:24,2020.07.12 18:30:24,4,37.59122,15.92672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.07.12 18:30:24,1,No,,No,,,0 0 67 9 0 0 0 0,No,
2020.07.12 19:00:07,2020.07.12 19:00:00,,,,2020.07.12 19:00:07,Resolved QFP,37.595056,15.938946,33S,4161302,582889,5,,2,0x0025012A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 23:39:57,1,,,,,Primary,,No,
2020.07.12 19:30:13,2020.07.12 19:30:00,,,,2020.07.12 19:30:13,Resolved QFP,37.595939,15.934975,33S,4161396,582538,8,,1.6,0x0025812E,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 23:39:57,1,,,,,Primary,,No,
2020.07.12 20:00:00,2020.07.12 18:00:00,,,,,,,,,,,,,,,,0.31641,19,137,,,7,,,,,,,0.30078,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,18,1,0,0,0,0,0,0,0,0,,,2020.07.12 23:39:57,1,,,,,Primary,,No,
2020.07.12 20:00:37,2020.07.12 20:00:00,,,,2020.07.12 20:00:37,Resolved QFP,37.595927,15.929989,33S,4161390,582097,-14,,1.3,0x2000016E,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 23:39:57,1,,,,,Primary,,No,
2020.07.12 20:30:08,2020.07.12 20:30:00,,,,2020.07.12 20:30:08,Resolved QFP,37.59521,15.925777,33S,4161307,581726,-3,,1,0x2000017E,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.12 23:39:57,1,,,,,Primary,,No,
